Şəhər,Market,Marka,Model,Buraxılış ili,Ban növü,Rəng,Fuel_type,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,New,Seats,Sahiblər,Vəziyyəti,Seller,Seller comment,Price,ImageUrl
Bakı,Forsaj M.M,Land Rover,Range Rover,2011,Offroader / SUV,Qara,,5.0 L/510 a.g./Benzin,155 000 km,Avtomat,Tam,,,0,"Vuruğu yoxdur, rənglənməyib",,"Land Rover Range Rover Autobiography
Avtomobil resmi dillerden alinib
RENG DEYEN DETALI YOXDUR
Deri salon
Lyuk
Zavod yan perdeler
Kondisioner
Keyless-Go (acarsiz daxilolma)
Star/Stop
Arxa goruntu kamerasi
Oturacaqlarin isidilmesi ve soyudulmasi
Avto pilot
Multi sukan
Sukan qizdirici
Avtomotik yigilib acilan ayaqalti
Yagiw sensoru
Tekerlerin hava sensoru
Park radar
360 goruntu kamerasi
On ve arxa monitorlar 3 yaddawli memry paket
Olu zona
Harman/kardon ses effekti
Avtomobil heçbir xərc tələb etmir
Kondisioneri iwlek veziyyetdedir
Avtomobil yaxwi vəziyyətdədir
Bütün funksiyalar işlək vəziyyətdədir",25 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F12%2F31%2F09%2F56%2F18%2Fcc79684c-74fc-4e14-b690-906fd91025dd%2F3802_9A4uERM0aPNX-iAf4vgrlw.jpg
Bakı,UAZ Azərbaycan,UAZ,Pickup,2023,Pikap,Ağ,,2.7 L/150 a.g./Benzin,0 km,Mexaniki,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"Zəmanət müddəti: 3 il və ya 100.000 km (hansı tez bitərsə)
Təkər formulu: 4x4
Uzunluq: 5125 mm
Eni: 1915 mm
Hündürlük: 2005 mm
Təkər bazası: 3000 mm
Klirens: 210 mm
Tam çəki: 2795 kq
Baqaj tutumu: 765 kq
Mühərrik tipi: Avro 5
Mühərrik: 2700
Maksimum at gücü: 150 a.g / 5000 RPM
Maximal dartqı qüvvəsi: 235/ 2650 RPM
Ötürücü: Tam
Maksimum sürət: 140km/saat
Təkər/Şin ölçüləri: 225/75R16
Yanacaq çəni: 68 L
Orta yanacaq sərfiyyatı: 12.5 L
Duman əleyhinə faralar
Ehtiyat təkər
Klimat control
Elektrik şüşəqaldırıclar
Arxa park kamerası
Ön parklama sensorları
7” sensor ekran
Naviqasiya sistemi
Sükanın tənzimlənməsi
Sürücü oturacağının mexaniki təmzinlənməsi
Ön və arxa oturacaqların qızdırılması
Sükanın qızdırılması",38 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F24%2F10%2F06%2F49%2F6e8a4bcf-89ba-4132-9c86-4b53e350669f%2F3685_mYfVRHr_jfm6o__1DdtCxw.jpg
Bakı,Volvo Cars,Volvo,S90,2023,Sedan,Ağ,,2.0 L/250 a.g./Hibrid,0 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"Yürüş limiti olmadan 3 il zəmanət
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
Kredit şərtləri:
İlkin ödəniş - 20%
Kredit müddəti - 60 aya qədər
İllik faiz dərəcəsi - 10%
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
Mühərrik:
• 4 silindrli turbo mühərrik
• Ötürücü - ön
• Sürətlənmə - 6.9 san (0-100 km/saat)
• At gücü - 250
• Fırlanma anı - 480 Nm
• Maksimal sürət - 180 km/saat
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
• Avtomobilin parametrləri:
• Uzunluq - 4 969 mm
• Hündürlük - 1 440 mm
• En - 2 019 mm
• Təkər bazası - 2 941 mm
• Baqaj həcmi - 461 l
• Yanacaq çəni - 60 l
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
İnteryer:
• Kristal ötürücü başlığı (by Orrefors®)
• Bowers & Wilkins audio sistem
• Oturacaqlarda fəal yan dəstək funksiyası
• Sərnişin təhlükəsizlik yastığının yandırıb söndürülməsi (Passenger Airbag Cut-off Switch)
• Ön oturacaqların qızdırılması
• Arxa oturacaqların qızdırılması
• Ön oturacaqların ventilyasiyası
• Head-up Graphic Display
• 360` kamera
• Start/Stop texnologiyası
• Sükanın qızdırılması (Heated Steering Wheel)
• 4 sahəli elektron hava tənzimləyici (4-zone Electronic Climate Control incl. Cooled glove box)
• 12 düymlük sürücü alətlər lövhəsi (12 inch Driver Display)
• Elektrikli tənzimlənən və yaddaşlı sürücü oturacağı
• Elektrikli tənzimlənən və yaddaşlı ön sərnişin oturacağı
• Ön oturacaqlar arası saxlanclı qoltuqaltı
• Pnevma asqı (Air suspension)
• Şüşə tavan (Panoramic roof)
• Simsiz şarj funksiyası (Wireless phone charging)
• Bluetooth bağlantısı
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
Eksteryer:
• Elektiklə qatlanan, tündləşən və tənzimlənən yan arxa görüntü güzgüləri
• Avtomat tündləşən daxili arxa görüntü güzgüsü
• LED faralar (avtomatik idarə edilmə funksiyası)
• Ön, yan, arxa xrom-nikel işləmələr
• 20″ 5-Spoke Black Diamond Cut cilalanmış aluminium çarxlar
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
Təhlükəsizlik:
• ""Intellisafe"" - kor nöqtələrin müəyyən edilməsi və sürücünün məlumatlandırılması
• Açarsız daxil olma və mühərrikin açarsız işə salınması (keyless entry/start-stop)
• Sərnişin təhlükəsizlik yastıgının yandırıb söndürülməsi (Passenger Airbag Cut-off Switch)
• Sürət tənzimləyicisi (Adjustable speed limiter)
• Adaptive Cruise Control
• Yoldan çıxma xəbərdarlığı və yol sahəsinə qaytarma dəstəyi (Collision Mitigation Support)
• Yol xətlərinin tanıma sistemi (Lane Keeping Aid)
• Ön və arxa parklama dəstəyi (Park Assist Camera + Park Assist Front and Rear)
• Ön, sürücü üçün diz, yan, arxa və pərdə tipli təhlükəsizlik yastıqları
• Arxa oturacaqlarda Isofix-uşaq oturacaqlarının bərkidilməsi üçün çıxışlar (Isofix - outer position rear seat)
• Mərkəzi kilid sistemi",57 727 EUR,https://turbo.azstatic.com/uploads/full/2023%2F10%2F30%2F11%2F33%2F16%2F8abb7d20-68f2-4934-9f79-70997375df15%2F3660_O5gXmd8syNT74nMEkgXcrA.jpg
Bakı,ONEAuto,Changan,Oshan Z6,2023,Offroader / SUV,Boz,,1.5 L/196 a.g./Plug-in Hibrid,0 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,,26 500 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F23%2F12%2F09%2F31%2Fff212027-8d12-4e81-96e6-be6fde5e197d%2F25220_00GpUYqq5oLk_BTdjdGo2Q.jpg
Bakı,DFSK Azərbaycan,DFSK,C-32 S,2023,Yük maşını,Gümüşü,,1.6 L/122 a.g./Benzin,0 km,Mexaniki,Arxa,,,0,"Vuruğu yoxdur, rənglənməyib",,"Xəzər Auto"" Şirkəti DFSK markasının Azərbaycanda rəsmi nümayəndəsidir.
Avtomobillərə 3 il və ya 100.000 km istehsalçı zəmanəti verilir.Satış köçürmə yolu, nağd, kredit və sərfəli lizinq ilə mümkündür.Qiymətə 18 % ƏDV daxildir.
Avtomobillər haqqında daha ətraflı məlumat əldə etmək üçün sizi Bakı şəhəri, Nərimanov rayonu, Ziya Bünyadov prospekti 36B ünvanında yerləşən satış mərkəzinə dəvət edirik.
*****
Sərfəli LİZİNG şərtləri:
İLKİN ÖDƏNİŞ :8500 AZN
24 AY : 1024 AZN
*****
İLKİN ÖDƏNİŞ : 8500 AZN
36 AY : 714 AZN
TEXNİKİ GÖSTƏRİCİLƏR:
• Mühərrik həcmi - 1,6L (16kl/122 a.g.)
• Sürətlər qutusu - 5 pilləli mexaniki
• Dəm qazının norması - Euro 5
• Ölçülər (uzunluq / en / hündürlük )mm - 5180/1655/1910
• Yük götürmə - 1300 kq
• Yük bölməsinin uzunluğu - 2500mm
• Yük bölməsinin eni - 1560mm
• Yük bölməsinin hündürlüyü - 370mm
• Yanacaq sərfiyyatı (şəhər/tras, L/100km) - 7.5L
• Yanacaq çəni - 55L
• ABS, EBD
• Ön və arxa duman işıqları
• Kondisioner
• Sükanın elektrik gücləndiricisi
• Ön qapılar üçün elektrik şüşəqaldiran
• Multimedia sistemi
• 12V elektrik yuvasi
• Təkər ölçüsü - 175/R14
• Ehtiyat təkər tam ölçülü",28 700 AZN,https://turbo.azstatic.com/uploads/full/2023%2F11%2F18%2F09%2F46%2F25%2F37264992-23af-4d51-8bb7-8b92a973d663%2F3780_D2UZa59aA2CA-YhEfuf1gw.jpg
Bakı,,BMW,530,2010,Sedan,Qara,,3.0 L/272 a.g./Benzin,320 000 km,Avtomat,Arxa,,,1,"Vuruğu yoxdur, rənglənməyib",İbrahim,"Masin yaxşı vəziyyətdədir. Mator 3 sadə mator. Vuruq olmuyub maşında. Hazir kreditdədir ilkin ödəniş 7900manat Ayliği 1000 manat 26 ayi qalib, Kreditin 5 ayi verilib. Îşimle əlaqədar təcili satıram. Ilkin ödəniş kimi maşınla deyişerem. Real almaq istəyən əlaqə saxlasin. Ucuz yazlib təcili olduğu üçün.",24 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F05%2F13%2F14%2F52%2F4062522e-f2ae-470b-ab60-78f8641e2301%2F25244_j7ybTyk3n1AzexWAHvvleQ.jpg
Bakı,,Ford,Edge,2014,Offroader / SUV,Ağ,,3.5 L/288 a.g./Benzin,52 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Zaur,"Автомобиль в идеальном состоянии, небитый, некрашенный, был исключительно в гаражном хранении. Все необходимое сервисное обслуживание регулярно проводилось, поэтому не требует доп.расходов. Продается без номера. Полная комплектация Limited с запуском мотора с расстояния, камерой заднего вида, задними парктрониками, Bluetooth подключение к телефону, подогрев сидений, система Start/stop, панорамный люк, система безключевого доступа в машину, автовключение фар, кожанный салон.",20 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F12%2F25%2F19%2F21%2F45%2Fcac0fbce-8c16-409b-9fbc-e32f2ac0fdbb%2F3654_HY1cgVn0NXuHAfuMpzZOmw.jpg
Bakı,,Toyota,Prado,2020,Offroader / SUV,Qara,,2.7 L/163 a.g./Benzin,71 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Elşən,Birinci sahibiyəm 2020 dən Texniki paspor öz adımadı sıfırdan özümdədi.Rəsmi servizdə qeydiyatdadı.səliqəli sürmüşəm polnu full versiyadı.Acsesuarlarna kimi yığdırmışam.Maşın qarajdadı sürülmür baxmağ isdəyən saat 18:00 dan sonra baxa bilər.Ai 95 lə sürmüşəm.Nömrəsiz satıram,49 500 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F10%2F01%2F05%2F04%2F52071e94-a77a-4cc3-899b-bd07e56d0ae0%2F54709_gQhQrumTKpNjVMfd_vU5dA.jpg
Bakı,,Toyota,Sienna,2021,Minivan,Ağ,,2.5 L/189 a.g./Hibrid,35 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Dövlət,"Yeni avtomobildən seçilmir.
Saz vəziyyətdədir.
Yanacaq sərfiyyatı 6L
7+1 nəfərlik dəri salon.
Sinfinin ən dözümlü və yumaş modelidir.
Zolaga nəzarət,maneə görəndə tormozlama və sair üstün funksiyalarnan təchiz olunubdur.
Alıcıya normal endirim olunacaqdır.",48 000 USD,https://turbo.azstatic.com/uploads/full/2023%2F10%2F02%2F12%2F05%2F08%2F7177e835-d6d8-4d67-b0b5-bd751543ded1%2F3622_dmaB4PS6f70n56jWaqfrTA.jpg
Bakı,,Saipa,Saina,2020,Sedan,Boz,,1.5 L/87 a.g./Benzin,107 000 km,Mexaniki,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Bəhruz,"Salam, alış 2021 dir, caşka feredo vijivnoyu, matorun iç remen çöl remeni, pompası , termostat datçiki, 4 ədəd stupçıya ve poçivniki təzə dəyişilib, dumanlılara 80 manatlig lupalı led qoşulub. 190 manata dəri çexol çekilib. 10/40 bp ( İngiltərə ) yağı tökülür. 4 ədə pioner kalonka . 6800 ələ istirəm 8 ayda 375 manatdan krediti qalıb. Satma səbəbim İşimə görə boqajı furgunlu maşın almağımdı",9 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F06%2F21%2F16%2F49%2F4371b23e-2752-4c1c-80bb-41f9bb4071df%2F88099_BByTHk0GJoRY1Zzo1cjBDA.jpg
Bakı,,Toyota,Prius,2007,Liftbek,Açıq yaşıl,,1.5 L/76 a.g./Hibrid,200 000 km,Variator,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Qədir,"KREDITLE satilir, NAGD satilmir. Aliciyla Notariusda muqavile baglanacag.
✅Ilkin 3000 azn - 24 ay 800 azn
✅Ilkin 3700 azn - 24 ay 750 azn
✅Ilkin 4500 azn - 24 ay 700 azn
Basqa sertler teklif etmiyin, ancaq bu sertlerle verilir.
Sexsi avtomobildir, oz adimadir, ozum getizdirmisem, sigorta/texniki baxis bu hefte olub.
Tekerler tezedi, mator qetiyyen yag yemir, alici istediyi servisde yoxlatdira biler.",13 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F12%2F18%2F36%2F26%2F25afd4cd-b761-4c89-aadb-118c720cd0a5%2F3715_vtgL4cFogAB4lbq2ueY-xg.jpg
Bakı,,Honda,e:NS1,2023,Offroader / SUV,Ağ,,0.0 L/208 a.g./Elektro,0 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Farid,"Kredit sertleri
Ilkin odenis 10000 azn 24 ay 1445 azn",22 500 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F09%2F12%2F13%2F02%2F5c9f31b2-f85e-4fcf-a1de-0cd42cbb19ff%2F3811_kXRuU12oTwnrEVhi4P2PbQ.jpg
Bakı,,Hyundai,Sonata,2014,Sedan,Qara,,2.4 L/274 a.g./Benzin,137 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Liliya,"Hyundai Sonata 2014 il.Full salon,rəngi qara.Təmiz ideal vəziyyətdədir maşın.Təzə təkərlər dəyişilib ( 4 təkər) ,servisdə baxılır vaxtı vaxtında.Yağıda həmçinin servisdə baxılır.Maşının nömrəsi təzə nömrədir 092-dir.Şəkildəki nömrədə deyil( kredit deyil).",22 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F30%2F18%2F41%2F54%2F13b8d797-c87a-4afc-98fd-2c89db332e91%2F25213_FIKUpy0yAfa9coOFXWTWOA.jpg
Bakı,,LADA (VAZ),2106,2001,Sedan,Bənövşəyi,,1.6 L/75 a.g./Benzin,89 777 km,Mexaniki,Arxa,,,3,"Vuruğu yoxdur, rənglənməyib",Huseyn,Bu gune satilmalidi. Aparaturani Cixaracam. Arendatir tapib kreditlede ala bilersiz. Zavod Bez Detal. Vazdi iJ deyil. Pas curuk qetiyyen yoxdu. Ozumden yaxsi baxiram masina. Rengi solmusdu deye renglemisem amma qapi aralari kapot ici bez kr. Mator 06 karobka 5 di. Kim olursan ol qiymet sondur.,6 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F03%2F18%2F30%2F43%2Ffe250dd8-0100-47ec-912c-da8302cb86e6%2F25231_aDgqp7qSbNEPCtWE44-80g.jpg
Bərdə,,Mercedes,C 180,1995,Sedan,Boz,,1.8 L/122 a.g./Benzin,362 453 km,Avtomat,Arxa,,,2,"Vuruğu yoxdur, rənglənməyib",Behruz,Maşln yaxsl veziyyetdedi mator karopka diferi ela veziyyetdedi vuruqu udarl yoxdu birdene kasmetikaya ehtiyacl var bugune hec bir xerc teleb etmir,7 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F54%2F08%2F6172ba25-402c-4bc0-8a5a-86fd2234a1e7%2F3674_2tStS36u4CZVdzM9RAG0EQ.jpg
Bakı,MyCars,Toyota,Highlander,2023,Offroader / SUV,Yaş Asfalt,,2.5 L/249 a.g./Hibrid,0 km,Avtomat,Tam,,,0,"Vuruğu yoxdur, rənglənməyib",,"BIR iLLiK FAIZSiZ DAXILI KREDIT
YAPON (Kitay Deyil)
Limited
Yeke monitor
JBL audio sistem
360 derece kamera
Hedup Displey
Elektron pribor",62 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F11%2F20%2F23%2F29%2F32%2Febaab790-d97b-4852-9677-a11d2f1febad%2F3762_9gpT1hhYVjtu2WO3oKUrHw.jpg
Bakı,Forsaj M.M,Chevrolet,Malibu,2017,Sedan,Göy,,1.5 L/163 a.g./Benzin,144 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",,"Mator karopka kankret problemi yoxdur. 4 təzə təkər. Masin alan adam hansi servizdə isdese yoxlatdıra biler. Ne xerci cixsa biz terefden qarsilanacaq. Udar vuruq dəyişən detal yoxdur. İsdeyen olsa vin kodu gonderem. Cox xais edirem suda batan Udar olan şarı acilan masinlarla muqasiye etmeyin. Masin teze masinan secilmir. Cox yerinin salafani üstündədir. Real alciyla razilasaciq.2016-2017 modeldir .
KREDiT MÜMKÜNDÜR! Maximum kredit müddəti 6-36 AY AZN-LƏ. Kreditlə avtomobil əldə etmək istəyən müştərilərin nezerinə 2 saat ərzində avtomobil rəsmiləşdirilib müştəriyə təhvil verilir.",22 900 AZN,https://turbo.azstatic.com/uploads/full/2023%2F05%2F28%2F11%2F27%2F33%2F1057381f-6b9a-4e0e-8c42-3ea4aa4571c7%2F14287__0rBqNevWC7XcYsZ3R4wrw.jpg
Bakı,MM Cars,BMW,750,2009,Sedan,Ağ,,4.4 L/407 a.g./Benzin,164 400 km,Avtomat,Arxa,,,1,"Vuruğu yoxdur, rənglənməyib",,"Salam Avtomobil BEZ KRASQADIR
750 Long Improtexden alinib bugune qeder butun teleb olan xercler Improtexde ardan qaldirilib tezelikle 10.000 m xerc qoyulub avtomobile qeydiyatdadir isdenilen servisde yoxlanila biler
Bir sozle ideal BMW isdiyenler buyursunlar
---‐-----------------------------------
Kredit ve Lizing serti ile avtomabil elde etmek isdeyenlerin nezerine:
-Salonumuzda isdediyiniz avtimobili minimum 35-40% ilkin odenis etmekle 6-36 aya dek elde etmek mumkundur
-Avtomabil 2 saat erzinde resmilesdirilib musderiye tehvil verilir.",19 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F11%2F05%2F20%2F47%2F30%2Fefe8795b-3389-4880-94ac-026b44ba086a%2F3808_B6t7SBzRRQNOhfHYfiuVhA.jpg
Bakı,,Hyundai,Elantra,2017,Sedan,Gümüşü,,2.0 L/150 a.g./Benzin,106 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",ILKIN,"Yeni gelib, ideal veziyyetde, kaport kusok renglenib,butun detallar ozununkudur. Tekerler yeni, yag deyisilib, ximcistka olunub. Surulmur qarajda saxlanilir. VIN gosterilib",23 400 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F23%2F13%2F27%2F40%2F911acc75-9e79-4814-a381-46bb7dab0164%2F3811_KPQvqO5sojDThCXAXgWzTw.jpg
Bakı,,Ford,Transit,1998,Furqon,Gümüşü,,2.5 L/76 a.g./Dizel,250 000 km,Mexaniki,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Ilkin,Masin ela veziyyetdedir qiymetde razilasma olacaq sade motor sade nasos 4 teze teker ve akmulyator motor most koropka ideal veziyyetdedir,11 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F09%2F12%2F06%2F35%2Fe57d804f-b914-4f43-9830-fa61d9a41c97%2F3800_3lJCMG9QXHZUj4LPgtDBGA.jpg
Bakı,,Mercedes,R 320,2010,Minivan,Qara,,3.0 L/190 a.g./Dizel,252 800 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Eldar,Dizel. Cdi. Evropeyka. Blutech 642 mator. Restalling 2011 modrel. 7 yerlik. Polnu full. Tam sazz veziyyetde. Vurugu udari yoxdu. Zavod detallaridi. Kasmetik hec bir iwi gucu yoxdu. Xadavoyu eladi. Tam seliqeli ve baximli mawindi. Tekerleri tezedi. Kandinsoneri iwdayir. Hal hazirda hec bir xec teleb etmir. Harda istasaz yoxlatdira bilersiz. Real aliciya qiymetde cuzi endirim ederem. Mawini nagdi almaga pulu catiwmayan alicilara ilkin odeniw 13.800 azn versa beri bawdan qalan pulu 36 ayadek kredite salmagada komek ede bilaram taniwdarim var. Man ozum wexsi kredit vermirem cox xahiw edirem ozun kredit ele aramizda kredit daniwaq sozun demeyin!!!,28 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F23%2F12%2F47%2F40%2Fd10718bd-5b3f-4a74-9c5f-8f9869da8801%2F3730_1wofAgs4nRsXdhetNWoKBw.jpg
Bakı,,Land Rover,Range Rover,2018,Offroader / SUV,Qara,,3.0 L/380 a.g./Benzin,125 000 km,Avtomat,Tam,,,0,"Vuruğu yoxdur, rənglənməyib",Firuz,Bez kraska ! Hec bir prablemi yoxdu yeni masin nan secilmir zavod black edition masin isdelinen servisde yoxlana biler,80 000 USD,https://turbo.azstatic.com/uploads/full/2023%2F11%2F27%2F15%2F23%2F38%2F770d58d0-0086-496d-be3b-b5180cb579ff%2F3659_J9ml8n0JJ1haJy0BpGUKKQ.jpg
Bakı,,Chevrolet,Malibu,2018,Sedan,Qara,,1.5 L/160 a.g./Benzin,165 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Aydın,"TƏCİLİ SATILIR!
Real alıcıya baxış zamanı endirim olacaq.
Azərbaycana yeni qəlib.
İdeal vəziyyətdədir.
Rəsmi zavod təlimatla 92 oktan benzin
Çox yüngül zədə ilə auksiondan özüm almışam.
Tam maksimal komplektasiya (Full)
19"" orijinal disk
Parktronik
""Bose"" audio
Had up xəbərdarlıq təhlükə siqnalı (qarsida adam və ya başqa maneələr)
Distronik- məsafə xəbərdarlığı və nəzarəti
Yol zolaqı izləmə
Start stop
Uzagdan pultla mühərriki işə salma
Masına yaxınlaşıb uzaqlaşanda qapı açılib bağlanır
Simsiz telefon şarjı
Android auto/Apple play monitor
Və sairə....",20 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F04%2F20%2F52%2F30%2Fdfc0fe35-07bf-453d-bc7f-0111ba2c85a1%2F3793_AriGNjpLxzrm8goUdxhGzA.jpg
Bakı,,BMW,X5,2009,Offroader / SUV,Ağ,,4.8 L/355 a.g./Benzin,210 388 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",İlkin,"Əla vəziyyətdədir.Zavoddur, heç bir detal dəyişikliyi olmayıb Maşını xanım idarə edir, vuruğu çapığı cırığı heç bir şeyi yoxdur. Maşın təzə maşından heç seçilmir. Akumlyator təkərlər təzdir, icbari və texniki baxışdan noyabrda keçib. Mator 100 gram belə yağ yemir.2ci maşın kimi istifadə edilir. Gün ərzində 10 km sürülür məktəbə və bağçaya.",18 800 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F13%2F20%2F35%2F55%2F940d539a-f623-4791-9b9e-089b1ca9c6e8%2F88114_oGfnikeJUKXh3r5lIqIZSA.jpg
Bakı,Auto Mall,Toyota,Camry,2022,Sedan,Boz,,2.5 L/218 a.g./Hibrid,25 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"Buraxılış ili-2022
Simsiz şarj yeri
Işıq sensoru
İdeal vəziyyətdədir
Yanacaq sərfiyyatı 4-5 litrdir
Ünvan: Badamdar maşın bazarı salon Automall
Instagram:automall_azerbaijan",33 000 USD,https://turbo.azstatic.com/uploads/full/2023%2F12%2F03%2F15%2F54%2F21%2F86cf0861-d1cc-48b0-91cb-1293214f0610%2F3793__snodxUB5xmgS0BPN2gEpw.jpg
Bakı,,Toyota,Prado,2014,Offroader / SUV,Qara,,2.7 L/163 a.g./Benzin,134 563 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Mehdi,Maşın çox temiz selqeli surulub 2015 ilde toyota bakı merkezinden alınıb hec bir detalina RENG DEYMEYİM YURUŞ ORJİNLADI tekerleri tezedi ehtiyat tekeri istifade olmayı ozune xercsiz reng deymemiş yuruwu orjinal mawin axtaranlar zeng vurusun,32 500 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F06%2F11%2F37%2F48%2F45d8623b-1e33-43dc-b1cc-2d80901ff522%2F26694_J7BeaYxos8su9yU6kRMD1Q.jpg
Bakı,MM Cars,Kia,Rio,2022,Hetçbek,Qara,,1.4 L/107 a.g./Benzin,24 800 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"Salam Avtomobil Servisdir bez krasqadir 2027 dek Zemanetdedir Avtomobil yenisinden secilmir gorunduyu kimi ideal veziyyetdedir hal hazirda hec bir xerc teleb etmir Isdenilen KIA servisde yoxlanila biler
----------------------------------
Kredit ve Lizing serti ile avtomabil elde etmek isdeyenlerin nezerine:
-Salonumuzda isdediyiniz avtimobili minimum 35-40% ilkin odenis etmekle 6-36 aya dek elde etmek mumkundur
-Avtomabil 2 saat erzinde resmilesdirilib musderiye tehvil verilir.",26 400 AZN,https://turbo.azstatic.com/uploads/full/2023%2F11%2F14%2F16%2F29%2F25%2F2e81f32c-9dad-43b6-8473-2772f3f5b4de%2F3659_M5KuHMfLNwrjM5CB9dvaew.jpg
Bakı,,Iran Khodro,Samand,2014,Sedan,Ağ,,1.6 L/110 a.g./Benzin,76 000 km,Mexaniki,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",elman,TECILI SATILIR senedler tam qaydasindadir lew mawinnan bir tutmayin xaiw edirem,6 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F10%2F15%2F51%2F01%2F54f262bb-1690-485d-8e07-4abc9c91418f%2F3782_GXs2YB2Q3Q_l_oCf_Bv3YQ.jpg
Bakı,Okean,BMW,520,2014,Sedan,Ağ,,2.0 L/184 a.g./Dizel,190 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",,"•Avtomobil Koreyadan Yeni Gəlib.
•Azərbaycanda Sürülməyib !!!
•15.000 km və ya 12 ay Zəmanət.
•30% ilkin ödəniş etməklə, 36 ayadək MANAT ilə sərfəli Daxili Kredit. 2 saat Ərzində Rəsmi Sənədləşmə və Avtomobilin alıcıya Təhvil verilməsi.
•AVTOMOBİL ideal vəziyyətdədir, HEÇ bir xərc Tələb etmir. Vuruq və Dəyişən detal Yoxdur.
• Həftənin Hər Günü Saat 9⁰⁰ dan 18⁰⁰ dək Fəaliyyət göstəririk..
Əlavə Məlumat üçün OKEAN AVTO salona buyurub gələ Bilərsiniz.",19 900 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F24%2F16%2F00%2F09%2F4aca2b38-9866-425a-9d9f-34572f3704e6%2F26694_hnOtL0r32coGqMHOOWBRcA.jpg
Bakı,,Kia,Rio,2006,Sedan,Gümüşü,,1.5 L/110 a.g./Dizel,377 528 km,Mexaniki,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",Bahadur,"Təcili satılır.Maşın əla vəziyyətdədir. Çox ekonomdur. Səliqəli istifadə edilib və probeqi orjinaldır. Çaşka feredo, kondsioner, xadavoyu ideal vəziyyətdədir. Yüngül kosmetik işləri var, onlar qiymətdən çıxılacaq. Fikri ciddi olan şəxslər narahat eləsin. Maşına İnşaatçılarda baxa bilərsiz..",10 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F04%2F16%2F54%2F14%2Fc4351805-1541-4cdf-b704-c895ddb71052%2F3789_jJ95j03-dDDCg_Pdq5wE1A.jpg
